m.wojciechowski@dominicains.be;Sekcja Polska Katolickiego Centrum Europejskiego w Brukseli
iduboisdaische@yahoo.fr;Stowarzyszenie InøynierÛw i EkonomistÛw Polskich w Belgii
balcerzakl@belgacom.net;Stowarzyszenie Lekarzy Polskich w Belgii
hannadrzewiecka@gmail.com;Stowarzyszenie MÍøÛw Katolickich w Belgii
Polonii@polonia.be;Stowarzyszenie Polonii Belgijskiej (S.P.B)
info@Polonia.be;Stowarzyszenie Polskich KombatantÛw w Belgii
hannadrzewiecka@gmail.com;Stowarzyszenie Polskich KombatantÛw w Belgii - Ko≥o Beringen
iduboisdaische@yahoo.fr;Stowarzyszenie Polskiech KombatantÛw w Belgii - Oddzia≥ Mons
poltorkg@ca.inter.net;Stowarzyszenie Polskich StudentÛw przy Uniwersytecie w Waterloo
tosta@komiksfestiwal.com;Stowarzyszenie Walonia Polska
sekretariat@szkolapmk.pl;Szkolny Punkt Konsultacyjny im. Jana Paw≥a II przy Polskiej Misji Katolickiej na Schaerbeek w Brukseli
spk.antwerpia@gmail.com;Szkolny Punkt Konsultacyjny im. Gen. St. Maczka przy Ambasadzie RP w Brukseli z siedzibπ w Antwerpii
sekretariat@szkola-lelewela;Szkolny Punkt Konsultacyjny im. Joachima Lelewela przy ambasadzie RP w  Brukseli
info@szkola.be;Polskie Centrum Kszta≥cenia im. Jana Paw≥a II w Brukseli (Centre díEnseignement Polonais Jean-Paul II ASBL)
malgorzata.pierzchalska@pandora.be;åwietlica Polska w Maasmechelen
hannadrzewiecka@gmail.com;Towarzystwo Belgijsko-Polskie prow. Luksemburg
polambbdod@skynet.be;Towarzystwo Polek im. úw. Jadwigi w Genk
chris.skot@easynet.be;Towarzystwo PrzyjaciÛ≥ Fundacji Jana Paw≥a II w Brukseli
pms@grodno.by;Towarzystwo Przyjaüni Polsko-Belgijskiej
contact@EnsembleSpotkanie.com;ZespÛ≥ Pieúni i TaÒca Polskiego "Spotkanie"
dorota_dobrzynska@hotmail.com;ZespÛ≥ PrzyjaciÛ≥ Aarschot-Polska
info@jasnawoda.be;ZespÛ≥ "Wis≥a" w Genk
misjonarki@mchr.pl;Zgromadzenie SiÛstr Misjonarek Chrystusa KrÛla dla Polonii Zagranicznej (Misjonarki Chrystusa KrÛla) w Belgii
polambbod@skynet.be;Zjednoczenie Polskie w Belgii
iduboidaische@yahoo.fr;Zwiπzek Harcerstwa Polskiego (Krπg Starszoharcerski) w Belgii
bvpo1978@gmail.com;Ko≥o I Dywizji Pancernej w Belgii
info@network-pl.org;Zwiπzek Polakow w Belgii - Oddzia≥ w Brukseli
info@network-pl.org;Zwiπzek Polakow w Belgii - Oddzia≥ w Houthalen
info@Polonia.be;Zwiπzek PolakÛw w Belgii - Zarzπd G≥Ûwny
balcerzakl@belgacom.net;Zwiπzek PolakÛw w Belgii - OkrÍg Limburgia Oddzia≥ Beringen
dorota_dobrzynska@hotmail.com;Zwiπzek PolakÛw w Belgii - Oddzia≥ Charleroi
balcerzakl@belgacom.net;Zwiπzek PolakÛw w Belgii - OkrÍg Limburgia Oddzia≥ w Maasmechelen
info@network-pl.org;Zwiπzek PolakÛw w Belgii - OkrÍg Limburgia Oddzia≥ w Genk-Waterschei
ptaszynski.translations@skynet.be;Zwiπzek Polskich KombatantÛw i WeteranÛw 1 Dywizji Pancernej Genera≥a Stanis≥awa Maczka w Belgii
iduboisdaische@yahoo.fr;Zwiπzek Spo≥ecznoúci Polskiej "Vector"
klub_polski@wp.pl;"Echa Polesiaî
dubikowski@yahoo.com;"G≥os znad Niemnaî
zamowienia@ltw.com.pl;"GrodzieÒskie S≥owiki" Klub Polskich Tradycji Narodowych
estaniukiewicz@franciszkanie.pl;"List do Ciebieî Biuletyn Informacyjny
syczewska@tut.by;"Polskie S≥owo z Baranowiczî
pms@grsu.grodno;"S≥owo Ojczysteî
slowozycia@mail.grodno;"S≥owo Øyciaî Gazeta Religijno-Informacyjna
irendo@wp.pl;"Ziemia Lidzkaî
jadwigakopec42@gmail.com;1 GrodzieÒska Druøyna Harcerska "Victoriaî im. Stefana Batorego
jadwigakopec42@gmail.com;Biblioteka Polska przy Polskiej Macierzy Szkolnej na Bia≥orusi
biblioteka@wsm.opole.pl;Biblioteka Polska w Grodnie
shpakov@grsu.unibel.by;Biblioteka Zwiπzku PolakÛw na Bia≥orusi w Baranowiczach
ebma@interia.pl;Biblioteka Zwiπzku PolakÛw na Bia≥orusi w Witebsku
belcentar@gmail.com;Centrum Charytatywne dla Dzieci i M≥odzieøy na Bia≥orusi
glosznadniemna@mail.grodno.by;ChÛr "Echo Grodna"
zpb@zpb.org.pl;ChÛr "G≥os znad Niemna"
dubikowski@yahoo.com;ChÛr "NowogrÛdczyzna"
syczewska@tut.by;Dom Polski w Baranowiczach
dom-polski@rambler.ru;Dom Polski w Mohylewie
ms@grsu.grodno;DzieciÍcy zespÛ≥ teatralny przy Polskiej Szkole Spo≥ecznej w NowogrÛdku
tpbakalisz@op.pl;GrodzieÒskie Zjednoczenie Spo≥eczne "Klub Polskich Tradycji Narodowychî
tppm@cci.by;Izba Przemys≥owo-handlowa Zwiπzku PolakÛw na Bia≥orusi
Kikbresta_2004@mail.ru;Klub Inteligencji Katolickiej w Brzeúciu
batory.grodno@tut.by;Klub Sportowy "Batoryî w Grodnie
lmasyk@um.bielawa.pl;Klub Øeglarski przy Polskiej Szkole w Grodnie
biuro@ncpp.opole.pl;Klub-Muzeum im. Czes≥awa Niemena
zsmosina@powiat.poznan.pl;Ko≥o Nauczycieli w Lidzie
ebk@polkainternational.com;MiÍdzynarodowa Asocjacja Polskich Kobiet "Polka Internationalî Oddzia≥ w Brzeúciu
irendo@wp.pl;MiÍdzynarodowa Asocjacja Polskich Kobiet "Polka Internationalî Oddzia≥ w Grodnie
ebk@polkainternational.com;MiÍdzynarodowa Asocjacja Polskich Kobiet "Polka Internationalî Oddzia≥ w Lidzie
syczewska@tut.by;Organizacja Charytatywna "Dom Mi≥osierdziaî przy Rzymsko-Katolickiej Parafii w Brzeúciu
syczewska@tut.by;Polska Macierz Szkolna na Bia≥orusi
fundgon@gmail.com;Polska Szko≥a Spo≥eczna w Brzeúciu
marta0801@op.pl;Polski Narodowy ZespÛ≥ Pieúni i TaÒca "Lechici"
reklama.lca@gmail.com;Polskie Towarzystwo Lekarskie na Bia≥orusi
skowronki@tut.by;Polskie Towarzystwo Naukowe w MiÒsku
wza@zhp.pl;RepublikaÒskie Zjednoczenie Spo≥eczne "Harcerstwoî
chabry@tut.by;Spo≥eczne Zjednoczenie Harcerstwa Polskiego na Bia≥orusi
hormisyjne@box43.pl;Stowarzyszenie Apostolstwa Katolickiego (Pallotyni) na Bia≥orusi
info@polish-spk-foundation.org.au;Stowarzyszenie KombatantÛw Polskich w Grodnie
stowpm2001@tut.by;Stowarzyszenie Lekarzy Polskiego Pochodzenie w MiÒsku
d.halama@ckl.pl;Stowarzyszenie PielÍgniarek i Po≥oønych na Bia≥orusi
nfo@udskior.gov.pl;Stowarzyszenia PolakÛw Ofiar Represji Politycznych - SybirakÛw na Bia≥orusi
polesie@polinfo.net;Stowarzyszenie Spo≥eczne Polska Macierz Szkolna "Polesie" w Brzeúciu
tsykaliuk.anatolii@mail.ru;Stowarzyszenie Spo≥eczno-Kulturalne "Poloniaî
jadwigakopec42@gmail.com;Towarzystwo Kultury Polskiej Ziemi Lidzkiej
chabry@tut.by;Towarzystwo M≥odzieøy Polskiej przy Zwiπzku PolakÛw na Bia≥orusi
pms@grsu.grodno.by;Towarzystwo Polskich PlastykÛw na Bia≥orusi
ofmcapwawa@gmail.com;Zakon Braci Mniejszych KapucynÛw
prow_wwa@nazaretanki.pl;Zgromadzenia SiÛstr NajúwiÍtszej Rodziny z Nazaretu
misje@scj.pl;Zgromadzenie KsiÍøy NajúwiÍtszego Serca Jezusowego (Sercanie) na Bia≥orusi
labkowd@gmail.com;Zgromadzenie NajúwiÍtszego Odkupiciela (Redemptoryúci) na Bia≥orusi
biuro@zbieramto.pl;Zgromadzenie NajúwiÍtszego Serca Pana Jezusa (Sercanie) na Bia≥orusi
misjonarki@mchr.pl;Zgromadzenie SiÛstr Misjonarek Chrystusa KrÛla dla Polonii Zagranicznej (Misjonarki Chrystusa KrÛla) na Bia≥orusi
domgen@dominikanki.pl;Zgromadzenie SiÛstr úw. Dominika (Dominikanki) na Bia≥orusi
rzecznik@werbisci.pl;Zgromadzenie S≥owa Boøego (Werbiúci) na Bia≥orusi
chabry@tut.by;Zwiπzek Harcerstwa Polskiego na Bia≥orusi
ambasada@minsk.polemb.net;Zwiπzek PolakÛw na Bia≥orusi
zgromadzenie@dominikanki-misjonarki.org;Siostry Dominikanki Misjonarki Jezusa i Maryi (Dominikanki Misjonarki) w Boliwii
cemaja@lsinter.nettel;Rada Polonii w Boúni i Hercegowinie
malgorzatabos@gmail.com;Stowarzyszenie PolakÛw i PrzyjaciÛ≥ "Mak"
	snmrs@teol.net;Stowarzyszenie PolakÛw w Banja Luce
polsa@lsinter.net;Towarzystwo Przyjaüni Boúniacko-Polskiej
polsa@lsinter.net;WspÛlnota Obywateli Polskiego Pochodzenia w Tuzli
wanda.vujisic@gmail.com;Zwiπzek Ba≥kaÒskich Organizacji Polonijnych "Polonika Ba≥kanika"
	opstina@prnjavor.ba;Zwiπzek Mniejszoúci Narodowych "Ma≥a Europa" w Prnjavorze
tirana.amb.sekretariat@msz.gov.pl;Zwiπzek PolakÛw Miasta Banja Luki
reitor@polska-misja.com.br;"Echo Polonii Brazylijskiejî
revista@polonicus.com.br;"Gazeta Polska w Brazylii"
j.mazurek@mhprl.pl;"G≥os Polonii PaulistaÒskiejî
danagaw@amu.edu.pl;"Lud"
marcin.bochenek@awf-bp.edu.pl;"Podlasie" ZespÛ≥ folkloru polskiego
revista@polonicus.com.br;"Polonicus. Revista de reflex?o Brasil-PolÙnia"
revista@polonicus.com.br;"ProjeÁ?es. Revista de estudos polono-brasileiros"
maristela_fronczak@hotmail.com;Brazylijskie Towarzystwo Kultury Polskiej im. J. Pi≥sudskiego
braspol@braspol.org.br;Centralna Reprezentacja WspÛlnoty Brazylijsko-Polskiej BRASPOL
polonia@dialdata.com.br;Centrum Kultury Polonijnej w Kurytybie
polonia@dialdata.com.br;ChÛr im. Jana Paw≥a II
maristela_fronczak@hotmail.com;Dom Kultury Polskiej im. R. Sanguszki w S?o Paulo
embpolon@nutecnet.com.br;Dom Polski Towarzystwa Dobroczynnego "Poloniaî
dompolski32@yandex.ru.;Dom Polski Towarzystwa Polskiego "Odrodzenie"
edsoncaec@hotmail.com;Druøyna harcerska "Orze≥ Bia≥yî w S?o Paulo
polonia@dialdata.com.br;Instytut Brazylijski Kultury Polonijnej
irmasdejesusmisericordioso@hotmail.com;Parafia Chrystusa KrÛla w Campo do Tenete
braz@chrystusowcy.pl;Parafia Matki Boøej JasnogÛrskiej w Aurea
braz@chrystusowcy.pl;Parafia Matki Boøej JasnogÛrskiej w Rio de Janeiro
iber@uw.edu.pl;Parafia Matki Boøej JasnogÛrskiej w Virmond
revista@polonicus.com.br;Parafia Matki Boøej RÛøaÒcowej w Rio Claro do Sul
amalker@amalker.com;Parafia Matki Boøej z Nazaretu w Kurytybie
revista@polonicus.com.br;Parafia Niepokalanego Serca Maryi w Quedas do IguaÁu
polonia@dialdata.com.br;Parafia Personalna pw. úw Stanislawa Biskupa i Meczennika w Kurytybie
smardzewice@franciszkanie.pl;Parafia åwiÍtej Anny w Santana
polonia@dialdata.com.br;Polbras ñ Federacja Organizacji Polskicha
maristela_fronczak@hotmail.com;Polonijne Porozumienie Organizacyjne w S?o Paulo
info@piast.se;Polonijne Towarzystwo Kulturalne w Cascavel
polonia@polonia.sp.ru;Polonijny ZespÛl Folklorystyczny "Wis≥a"
info@zofiaczechlewska.pl;Polonyjny ZespÛ≥ Folklorystyczny "Wawelî
reitor@polska-misja.com.br;Polska Misja Katolicka w Brazylii
maristela_fronczak@hotmail.com;Polskie Stowarzyszenie Kulturalne w Aguia Branca
aulasdepolones@yahoo.com.br;Polskie Stowarzyszenie Kulturalno-Oúwiatowe "Apolec"
polonia@dialdata.com.br;Polskie Towarzystwo By≥ych KombatantÛw Parana
polonia@dialdata.com.br;Polskie Towarzystwo Dobroczynno-Kulturalne w Kurytybie
braz@chrystusowcy.pl;Prowincja Towarzystwa Chrystusowego p.w Matki Boskiej Niepokalanie PoczÍtej w Ameryce Po≥udniowej
ssmilwwa@wa.home.pl;Siostry Mi≥osierdzia úw. Wincentego a Paulo (Szarytki) w Brazylii
hormisyjne@box43.pl;Stowarzyszenie Apostolstwa Katolickiego (Pallotyni) w Brazylii
info@polish-spk-foundation.org.au;Stowarzyszenie KombatantÛw Polskich (SPK)
maristela_fronczak@hotmail.com;Stowarzyszenie Polskie "Orze≥ Bia≥yî w Aguia Branca
polonia@dialdata.com.br;Towarzystwo  "Uni?o Juventusî w Kurytybie
cristiane@imoveisideal.net.br;Towarzystwo "Poloniaî w Santa Catarina
regina.jurkowska@msz.gov.pl;Towarzystwo "Varsoviaî w Sao Bento do Sul
aristela_fronczak@hotmail.com;Towarzystwo Dobroczynne "Poloniaî w Rio de Janeiro
maristela_fronczak@hotmail.com;Towarzystwo Polsko-Brazylijskie im. Marsza≥ka Pi≥sudskiego w Kurytybie
ortis@ortis.com.pl;Towarzystwo im. Romana Sanguszki w S?o Paulo
revista@polonicus.com.br;Towarzystwo im. Tadeusza Koúciuszki
maristela_fronczak@hotmail.com;Towarzystwo Kulturalne w Abranches
misjonarki@mchr.pl;Zgromadzenie SiÛstr Misjonarek Chrystusa KrÛla dla Polonii Zagranicznej (Misjonarki Chrystusa KrÛla) w Brazylii
cssjkrk@rubikon.pl;Zgromadzenie SiÛstr úw. JÛzefa OblubieÒca NMP (JÛzefitki) Delegatura Brazylijska
rzecznik@werbisci.pl;Zgromadzenie S≥owa Boøego (Werbiúci) w Brazylii
festiwal@amu.edu.pl;ØeÒski ChÛr Polski w S?o Paulo
reklama@polishphonebook.com;"Informator Polonijnyî
irendo@wp.pl;"Przeglπd Polsko-Bu≥garskiî
victoriatur@abv.bg;Mauzoleum W≥adys≥awa WarneÒczyka w Warnie
maria.daczewska@abv.bg;Polonijno-Szkolny Klub Olimpijczyka im. I. SzewiÒskiej w Sofii
maria.daczewska@abv.bg;Polskie Stowarzyszenie Kulturalno-Oúwiatowe im. W≥adys≥awa WarneÒczyka w Bu≥garii
szkola_plw@hotmail.com;Stowarzyszenie Polski Klub w Warnie
mediolan@orpeg.pl;Szkolny Punkt Konsultacyjny w Warnie
kuria@zmartwychwstancy.pl;Zgromadzenie Zmartwychwstania Pana Naszego Jezusa Chrystusa (ZmartwychwstaÒcy) w Bu≥garii
emigracja@episkopat.pl;Polska Misja Katolicka w Chile
afery@poczta.fm;Zjednoczenie PolakÛw w Chile im. Ignacego Domeyki
wq_123cn2000@yahoo.com.cn;Szko≥a Polska przy Ambasadzie RP w Pekinie
kopernik.ptk@gmail.com;"Biuletyn informacyjny"
polska.szkola.zagrzeb@gmail.com;Polskie Towarzystwo Kulturalne "Fryderyk Chopinî
kopernik.ptk@gmail.com;Polskie Towarzystwo Kulturalne "Miko≥aj Kopernikî
udruga.polonez@gmail.com;Polskie Towarzystwo Kulturalne "Polonezî
polska.szkola.zagrzeb@gmail.com;Szkolny Punkt Konsultacyjny przy Ambasadzie RP w Zagrzebiu
misje@scj.pl;Zgromadzenie KsiÍøy NajúwiÍtszego Serca Jezusowego (Sercanie) w Chorwacji
office@investinwariaandmazury.pl;"Polo News"
embassyofcyprus@neostrada.pl;Grupa Polonii w Nikozji
malwacypr@yahoo.co.uk;Towarzystwo Przyjaüni Cypryjsko - Polskiej
wanda.vujisic@gmail.com;Stowarzyszenie PolakÛw w CzarnogÛrze
info@glosludu.cz;"G≥os Luduî Gazeta PolakÛw w Republice Czeskiej
kurier@kurierpraski.pl;"Kurier Praskiî
ogniwopl@gmail.com;"Ogniwoî Pismo dla dzieci i m≥odzieøy
klub@wiarus.org;"Wiarusî
info@pctesin.cz;"Zwrotî
legowicz@rkka.cz;Biblioteka Regionalna w Karwinie Oddzia≥ Literatury Polskiej
kontakt@zaolzie.org;Fundacja  "Zaolzieî
info@gympol.cz;Gimnazjum z Polskim JÍzykiem Nauczania w Czeskim Cieszynie
kontakt@zaolzie.org;Harcerstwo Polskie w Republice Czeskiej
polonusbrno@post.cz;Klub Polski "Polonus" w Brnie
sekretariat@polskykapital.cz;Klub Polskiego Biznesu w Republice Czeskiej
info@polish-spk-foundation.org.au;Ko≥o Polskich KombatantÛw w Republice Czeskiej
kongres@polonica.cz;Kongres PolakÛw w Republice Czeskiej
macierz.szkolna@seznamcz;Macierz Szkolna w Republice Czeskiej
prezes@pzkosuchagorna.cz;Miejscowe Ko≥o Polskiego Zwiπzku Kulturalnego w Suchej GÛrnej
pzkokarwina@pzkokarwina.cz;Miejskie Ko≥o Polskiego Zwiπzku Kulturalno-Oúwiatowego w Karwinie
zg@pzko.cz;Polski  Zwiπzek Kulturalno-Oúwiatowy
info@collegiumcanticorum.cz;Polski ChÛr Mieszany "Collegium Canticorum"
plastycy.sap@seznam.cz;Polskie Stowarzyszenie ArtystÛw PlastykÛw w Republice Czeskiej
	am@arsmusica.cz;Polskie Towarzystwo Artystyczne "Ars Musica"
spolek.avion@email.cz ;Polskie Towarzystwo Medyczne w Republice Czeskiej
info@ptts-beskidslaski.cz;Polskie Towarzystwo Turystyczno-Sportowe "Beskid ålπskiî
kpwp@seznam.cz;Stowarzyszenie "Klub Polskiî w Pradze
biuro@sekretariat-misyjny.pl;Stowarzyszenie Apostolstwa Katolickiego (Pallotyni) w Czechach
spolek.avion@email.cz;Stowarzyszenie Dziennikarzy Polskich w Republice Czeskiej
anna.dzieciol@sep.com.pl;Stowarzyszenie Elektrotechnikow Polskich w Republice Czeskiej
spolek.avion@email.cz;Stowarzyszenie EmerytÛw Polskich w Republice Czeskiej
info@ptts-beskidslaski.cz;Stowarzyszenie InøynierÛw i TechnikÛw "TechniPolî w Pradze
spolek.avion@email.cz;Stowarzyszenie M≥odzieøy Polskiej w Republice Czeskiej
spolek.avion@email.cz;Stowarzyszenie OsÛb Pracujπcych i Uczπcych siÍ za Granicπ w Republice Czeskiej
legowicz@rkka.cz;Stowarzyszenie PrzyjaciÛ≥ Polskiej Ksiπøki
legowicz@rkka.cz;Stowarzyszenie Rodzina KatyÒska
pzstri1b@volny.cz;Szko≥a Podstawowa i Przedszkole imienia Gustawa Przeczka z Polskim JÍzykiem Nauczania w TrzyÒcu
przedszkole.stonoga@seznam.cz;Szko≥a Podstawowa i Przedszkole z Polskim JÍzykiem Nauczania w Suchej GÛrnej
cafe.avion@silesnet.cz;Towarzystwo "Avion" w Pradze
spolek.avion@email.cz;Towarzystwo Nauczycieli Polskich w Republice Czeskiej
ztf@silesnet.cz.;ZaolziaÒskie Towarzystwo Fotograficzne
spolek.avion@email.cz;Zrzeszenie LiteratÛw Polskich w Czechach
ksiaznica@kc-cieszyn.pl;Zrzeszenie åpiewaczo-Muzyczne "PrzyjaüÒ"
a2z.dtp@gmail.com;"Informator Polskiî
pms@grsu.grodno.by;"Polski Informator Katolickiî
polski.zwiazek.soenderborg@gmail.com;DuÒsko-Polski Zwiπzek Kulturalny
aspekty@kuria.zg.pl;Instytut Polsko-Skandynawski w Kopenhadze
mail@ambpol.dk;Klub Mlodziezy Polskiej "Odnowa" w Kopenhadze
info@polish-spk-foundation.org.au;Ko≥o By≥ych Øo≥nierzy Armii Krajowej w Danii
pms@grodno.by;Kongres Polonii DuÒskiej
roman@miedzianogora.dk;Muzeum - Izba Polska w Taagerup
info@polish-spk-foundation.org.au;Niezaleøne Samodzielne Ko≥o Stowarzyszenia Polskich KombatantÛw w Danii
unia.nordycka@gmail.com;Nordycka Unia Oúwiaty Polonijnej (NUOP)
polonia@polonia.dk;"Polonia.dk" Portal Polonii DuÒskiej 
szorc6@gmail.com;Parafia p.w. úw. Anny w Kopenhadze
szorc6@gmail.com;Polska Misja Katolicka w Danii
roman@smigielski.dk;'Polski Klub Dyskusyjny "Agoraî w Kopenhadz/''e'
roman@smigielski.dk;Polski Zwiπzek w Aalborgu
mail@ambpol.dk;Polski Zwiπzek w Aarhus
mail@ambpol.dk;Polski Zwiπzek w Naestved
polski.zwiazek.soenderborg@gmail.com;Polski Zwiπzek w Sonderborgu
wojciech@adslhome.dk;Polskie Stowarzyszenie Spo≥eczno-Kulturalne "Ogniskoî
mail@ambpol.dk;Stowarzyszenie Polakow w Holbaek "Polonia"
info@polish-spk-foundation.org.au;Stowarzyszenie Polskich KombatantÛw Kopenhaga
mail@ambpol.dk;Towarzystwo DuÒsko-Polskie "Delta" w Holbaek
roman@miedzianogora.dk;Towarzystwo Krzewienia Oúwiaty Polskiej (TKOP) w Danii
mail@ambpol.dk;Towarzystwo Kultury Polskiej w Danii
mail@ambpol.dk;Towarzystwo Przyjaüni Polsko-DuÒskiej
roman@smigielski.dk;Zrzeszenie PolakÛw w Danii
mail@ambpol.dk;Zwiazek Polakow w Danii Oddzial Fionia
mail@ambpol.dk;Zwiazek Polakow w Danii Oddzial Nykoebing
mail@ambpol.dk;Zwiπzek PolakÛw w Danii "Jutlandia"
mfa@mfa.fo;Zwiπzek PolakÛw w Danii Oddzia≥ Kopenhaga
polonia@polonia.dk;Zwiπzek PolakÛw w Danii Zarzπd G≥Ûwny
polski.zwiazek.soenderborg@gmail.com;Zwiπzek ØydÛw z Polski w Danii
biuro@sekretariat-misyjny.pl;Stowarzyszenie Apostolstwa Katolickiego (Pallotyni) w Demokratycznej Republice Konga
misje.aniol@o2.pl;Zgromadzenie SiÛstr od Anio≥Ûw w Demokratycznej Republice Konga
behemot@email.com;Zgromadzenie SiÛstr úw. JÛzefa OblubieÒca NMP (JÛzefitki) Delegatura AfrykaÒska - Demokratyczna Republika Konga
polonez.kair@gmail.com;"Polonezî Magazyn Informacyjny Polonii w Egipcie
info@zrp-e.com;Zwiπzek Rodzin Polsko - Egipskich
sindi@infonet.ee;Stowarzyszenie Polskie w Narvie
jankajaki@wp.pl;Towarzystwo Estonia - Polska
sindi@infonet.ee ;Towarzystwo Kultury Polskiej "Poloniaî w Tallinie
bilska@wp.pl;Zwiπzek Narodowy PolakÛw "Jutrzenka"
bilska@wp.pl;Zwiπzek Narodowy PolakÛw w Estonii w Tallinie
polonia@polonia.ee;Zwiπzek PolakÛw w Estonii "Poloniaî
bilska@wp.pl;Zwiπzek PolakÛw w Kohtla-J‰rve
misje@scj.pl;Zgromadzenie KsiÍøy NajúwiÍtszego Serca Jezusowego (Sercanie) na Filipinach
zpolskie@polonia-finlandia.fi;"Kontaktî Biuletyn
misje@scj.pl;Zgromadzenie KsiÍøy NajúwiÍtszego Serca Jezusowego (Sercanie) w Finlandii
zpolskie@polonia-finlandia.fi;Zjednoczenie Polskie w Helsingforsie
liitto@suomi-puola.fi;Zwiπzek Towarzystw Finlandia - Polska
km@zaluski.de;"Echo Polonii"
vkat@club-internet.fr;"G≥os Katolickiî
pmk.laferte@free.fr;Archiwum Polskiej Misji Katolickiej w La FertÈ sous Jouarre
malanicz.basia32@gmial.com;Biuletyn Federacji Polskich Organizacji Medycznych na Obczyünie
info@pumamedia.com.au;Biuletyn Stowarzyszenia Polskich KombatantÛw
info@florekentretainment.org;ChÛr Polski "Piast"
pap@pap.pl;Cmentarz Les Champeaux w Montmorency
braspol@braspol.org.br;Dom Pielgrzyma Polskiej Misji Katolickiej "Bellevue" w Lourdes
contact@maisondelapolonia.com;Dom Polonii (Maison de la Polonia) w LiÈvin
pmk.laferte@free.fr;Dom Polskiej Misji Katolickiej  im. Anny i Stanis≥awa Koz≥owskich
mshcorse@yahoo.fr;Dom Polskiej Misji Katolickiej  úw. Jacka na Korsyce
bogdan3122@gmail.com;Dom úw. Kazimierza w Paryøu
liszuster@hotmail.com;Federacja Polonii Francuskiej
chjbod@med-rz.uni-sb.de;Federacja Polonijnych Organizacji Medycznych
info@florekentertainment.org;Florek & Entertainment
spalugo@uni.lodz.pl;Francusko-Polskie Stowarzyszenie Kulturalne "Krakowiakî
dompolski32@yandex.ru;Francusko-Polskie Stowarzyszenie Kulturalne "Orze≥ Bia≥yî
polonia.france@wanadoo.fr ;Francusko-Polskie Stowarzyszenie Kulturalne w Douai
fmp7@poczta.onet.pl;Fundacja M≥odej Polonii ñ Przedstawicielstwo we Francji
pomoc@ckudublin.or;Grupa Pomocy Osobom Uzaleønionym
kontakt@ccipf.org;Instytut Literacki w Maison Laffitte
irb.judycki@libertysurf.fr.;Instytutu Badan Biograficznych (IRB)
ryszard.kapuscinski@gazetapolska.pl;Klub Gazety Polskiej w Paryøu
itinfo@fjp2.com;Ko≥o PrzyjaciÛ≥ Fundacji Jana Paw≥a II w Paryøu
jp2f@nettuno.it;Ko≥o PrzyjaciÛ≥ Fundacji Jana Paw≥a II w Vaudricourt
kontakt@ccipf.org;KsiÍgarnia Polska w Paryøu
lettres-slaves@orange.fr;Lettres Slaves -  Polski Antykwariat w Paryøu
contact@maisondelapolonia.com;Maison de la Polonia de France ñ Kongres Polonii Francuskiej
prowincjal@oblaci.pl;Misjonarze Oblaci Maryi Niepokalanej we Francji
cp.zaleski@bplp.fr;Muzeum Adama Mickiewicza w Paryøu
chateaudemontresor@orange.fr;Muzeum Zamku MontrÈsor
parafiapl.tuluza@hot.pl;Parafia p.w. úw. Andrzeja w Tuluzie - Centrum Duszpasterstwa Polskiego
paroissepolonaisedeparis@gmail.com;Parafia p.w. WniebowziÍcia NajúwiÍtszej Maryi Panny w Paryøu
werchowskamarieclaude@gmail.com;Polonijne Harcerstwo Katolickie (Scouts Polonais Paris Collegium Nobilium) we Francji
ihpan@ihpan.edu.pl;Polska Akademia Nauk Stacja Naukowa w Paryøu
ccifp@ccifp.pl;Polska Izba Handlowo-Przemys≥owa we Francji
pmk.france@gmail.com;Polska Misja Katolicka we Francji
arfp@free.fr;Polski Cmentarz Wojenny w AubÈrive
unicef@unicef.pl;
teresa@arszagi.com ;Polski Komitet Towarzystw Miejscowych w Metz
a.p.a.j.t.e.communication@gmail.com;Polskie Stowarzyszenie AutorÛw, Dziennikarzy i T≥umaczy w Europie (APAJTE)
cp.zaleski@bplp.fr;Polskie Towarzystwo Historyczno-Literackie w Paryøu
acp-3@wanadoo.fr;Polskie Towarzystwo Kulturalne w Pont Sainte Marie
werchowskamarieclaude@gmail.com;Polskie Zgromadzenie Katolickie w Pulversheim
polonia.france@wanadoo.fr ;Polskie Zjednoczenie Katolickie we Francji
mail@cosmoville.eu;Polsko-Francuskie stowarzyszenie Cosmopolite Village
jurandjanko@wp.pl;Polsko-Francusko-Niemiecki Kulturalno-Oúwiatowy Zwiπzek PolakÛw w Alzacji
irb.judycki@libertysurf.fr.;Radio France Internationale (RFI) Sekcja Polska
sercesempol@gmail.com;Seminarium Polskie w Paryøu
association.czesc@gmail.com;Stowarzyszenie "Ballada" w Fleurbaix
werchowskamarieclaude@gmail.com;Stowarzyszenie "Concorde" - Przyjaciele Polskiej Misji Katolickiej we Francji
dompolski@wanadoo.fr;Stowarzyszenie "Dom Polski" w Paryøu
paris.wk.info@msz.gov.pl;Stowarzyszenie "Kultura Polska" w Le Mans
paris.wk.info@msz.gov.pl;Stowarzyszenie "Les Chemins de Pologne"
paris.wk.info@msz.gov.pl;Stowarzyszenie "Mazowsze Saint Dizierî
nazareth.famille@libertysurf.fr;Stowarzyszenie "Nazareth Famille" w Paryøu
werchowskamarieclaude@gmail.com;Stowarzyszenie "Orze≥ Bia≥y" w Ablon sur Seine
werchowskamarieclaude@gmail.com;Stowarzyszenie "Pol-Service" w Paryøu
amitites.francopolonaises@gmail.com;Stowarzyszenie "Polanka" w Lille
